ID,Anio,IVP,Salario Minimo,Concepto,TipoCT,Consecutivo,SIGAU,Especie,Tratamiento,Espacio,Estrato,Localidad,Latitud,Longitud,PAP,DAP,Altura Total,Altura Comercial,Diam. Copa Polar,Diam. Copa Ecuatorial,Perimetro basal,Estado fuste,Estado Copa,Estado Raiz,Estado FitoSanitario,Estado General,Riesgo,Interes patrimonial,Autorizado
1260,2023,0.4581,1160000,2023EE71514,Infraestructura,SSFFS-71514,14969669468266,pino romeron,Traslado,Publico,5,LOS MARTIRES,4.616964615942694,-74.07688276106785,2.5,7.85,20.99,19.18,14.46,6.61,8.64,4,4,5,4,Bueno,Bajo,No,OTRO
1261,2021,0.4379,908526,2021EE41421,Manejo,SSFFS-41421,18515820877967,schefflera pategallina hojipequena,Tala,Publico,2,RAFAEL URIBE URIBE,4.547406125571486,-74.10781136261755,0.14,0.44,15.99,2.49,4.1,4.93,0.48,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1262,2020,0.4379,877803,2020EE02848,Infraestructura,SSFFS-02848,13846608968643,cidron,Poda estructural,Privado,5,TEUSAQUILLO,4.649643858302586,-74.08427666166918,0.6,1.88,2.98,0.93,1.82,2.96,2.07,4,3,4,4,Regular,Medio,No,JBB
1263,2021,0.4379,908526,2021EE85007,Infraestructura,SSFFS-85007,07868094658114,eucalipto manchado,Poda radicular,Privado,2,BOSA,4.622704848217585,-74.18746418680227,1.16,3.64,20.56,12.79,8.21,4.94,4.01,4,4,2,4,Regular,Medio,No,JBB
1264,2024,0.4476,1300000,2024EE45793,Emergencia,SSFFS-45793,10793684393989,caucho de la india caucho,Poda aclareo,Publico,2,ENGATIVA,4.720296430550885,-74.1458103386578,34.68,108.95,15.54,12.75,20.69,10.6,119.85,4,3,4,5,Bueno,Bajo,No,UAESP
1265,2021,0.4379,908526,2021EE97056,Manejo,SSFFS-97056,03381548393578,caballero de la noche,Poda radicular,Privado,3,SANTA FE,4.600403912288937,-74.03847569592159,0.15,0.47,18.18,8.17,15.24,3.97,0.52,4,4,2,4,Regular,Medio,No,JBB
1266,2023,0.4581,1160000,2023EE33116,Manejo,SSFFS-33116,01143088707152,romero,Tala,Publico,2,USAQUEN,4.758303170308649,-74.03548357207296,0.07,0.22,1.12,0.54,0.95,1.34,0.24,1,1,1,1,Muy Malo,Muy Alto,No,OTRO
1267,2020,0.4379,877803,2020EE08887,Manejo,SSFFS-08887,18225748928489,chirimoyo,Poda radicular,Privado,6,RAFAEL URIBE URIBE,4.575580318031228,-74.09976860403654,0.2,0.63,2.08,1.83,3.33,3.98,0.69,4,4,2,4,Regular,Medio,No,ENEL
1268,2020,0.4379,877803,2020EE16336,Emergencia,SSFFS-16336,12940733620301,mulato,Tala,Privado,6,BARRIOS UNIDOS,4.659698048731742,-74.07854362748918,0.11,0.35,2.88,1.99,1.5,1.5,0.38,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1269,2025,0.4745,1423500,2025EE84262,Emergencia,SSFFS-84262,11131591908449,eucalipto,Conservar,Publico,3,SUBA,4.7739973500428485,-74.0472074876022,20.37,63.99,38.49,32.58,14.75,9.66,70.39,5,4,5,4,Bueno,Bajo,No,UAESP
1270,2020,0.4379,877803,2020EE05415,Manejo,SSFFS-05415,06498530852061,eucalipto pomarroso,Conservar,Privado,1,TUNJUELITO,4.5690556312496176,-74.1377119121585,33.47,105.15,26.34,1.12,16.1,11.49,115.66,5,4,5,4,Bueno,Bajo,No,IDU
1271,2024,0.4476,1300000,2024EE11128,Infraestructura,SSFFS-11128,07329731368311,aguacate,Poda control altura,Privado,5,BOSA,4.635760046863701,-74.20694379046182,0.55,1.73,16.26,13.18,2.72,7.48,1.9,3,2,3,5,Regular,Medio,No,JBB
1272,2024,0.4476,1300000,2024EE90309,Infraestructura,SSFFS-90309,19874808847536,cariseco tres hojas,Traslado,Publico,4,CIUDAD BOLIVAR,4.4373793334345795,-74.14607196598588,0.94,2.95,4.5,0.04,7.99,3.73,3.25,4,4,5,4,Bueno,Bajo,No,EEAB
1273,2023,0.4581,1160000,2023EE65700,Manejo,SSFFS-65700,06222929472698,caucho de la india caucho,Poda estructural,Publico,4,TUNJUELITO,4.589768866644444,-74.1310712054303,45.42,142.69,2.93,2.58,22.15,15.66,156.96,4,3,4,4,Regular,Medio,No,ENEL
1274,2022,0.432,1000000,2022EE06682,Emergencia,SSFFS-06682,08895915319390,eucalipto blanco,Traslado,Publico,2,KENNEDY,4.659556589420219,-74.14218010754624,0.63,1.98,18.13,8.77,13.92,8.4,2.18,4,4,5,4,Bueno,Bajo,No,ENEL
1275,2022,0.432,1000000,2022EE51764,Infraestructura,SSFFS-51764,01388425581226,balu cambulo,Poda realce,Publico,3,USAQUEN,4.711329373338608,-74.03151537679233,1.65,5.18,8.71,0.78,4.78,3.65,5.7,4,4,4,4,Bueno,Bajo,No,JBB
1276,2021,0.4379,908526,2021EE49390,Manejo,SSFFS-49390,01076917751999,ligustrum,Poda realce,Publico,4,USAQUEN,4.73242893652852,-74.01126502215706,1.37,4.3,6.5,1.52,10.86,9.33,4.73,4,4,4,4,Bueno,Bajo,No,JBB
1277,2024,0.4476,1300000,2024EE84987,Emergencia,SSFFS-84987,19001744518271,papayuelo,Poda realce,Privado,6,CIUDAD BOLIVAR,4.4681797399078675,-74.16310455608178,0.38,1.19,7.43,7.29,4.12,2.1,1.31,4,4,4,4,Bueno,Bajo,No,UAESP
1278,2024,0.4476,1300000,2024EE18614,Infraestructura,SSFFS-18614,01741781759387,abutilon rojo y amarillo (farolito),Tratamiento especial,Publico,3,USAQUEN,4.691517347265834,-74.01645169316558,0.61,1.92,7.43,1.52,10.4,6.04,2.11,3,3,3,2,Malo,Alto,No,OTRO
1279,2020,0.4379,877803,2020EE53660,Emergencia,SSFFS-53660,05539915883600,naranjo,Poda control altura,Privado,2,USME,4.386109079815156,-74.20886212401945,0.8,2.51,6.54,0.93,7.76,2.77,2.76,3,2,3,5,Regular,Medio,No,JBB
1280,2024,0.4476,1300000,2024EE69112,Emergencia,SSFFS-69112,01203965146210,araucaria crespa,Tratamiento integral,Privado,2,USAQUEN,4.796404863480035,-74.03771006593335,100.1,314.47,25.65,4.04,2.64,7.14,345.92,2,2,2,2,Malo,Alto,No,UAESP
1281,2021,0.4379,908526,2021EE30124,Manejo,SSFFS-30124,01015564501842,tibar tobo rodamonte,Tratamiento especial,Publico,3,USAQUEN,4.72228681454632,-74.03975701212059,0.71,2.23,3.26,0.77,3.01,5.43,2.45,3,3,3,2,Malo,Alto,No,UAESP
1282,2021,0.4379,908526,2021EE23489,Emergencia,SSFFS-23489,05868036367242,pomarroso,Tala,Publico,5,USME,4.5018940798644085,-74.09553835906642,0.38,1.19,3.24,1.86,6.12,4.86,1.31,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1283,2022,0.432,1000000,2022EE19745,Emergencia,SSFFS-19745,03976046977103,acacia sabanera,Poda estabilidad,Privado,3,SANTA FE,4.604479187351924,-74.03116543523608,0.17,0.53,9.21,4.23,2.43,3.28,0.59,3,2,3,4,Regular,Medio,No,OTRO
1284,2023,0.4581,1160000,2023EE05718,Emergencia,SSFFS-05718,16409718797348,morera,Tratamiento integral,Privado,1,PUENTE ARANDA,4.61687863049313,-74.09067233290763,0.33,1.04,2.63,0.96,4.66,2.36,1.14,2,2,2,2,Malo,Alto,No,JBB
1285,2023,0.4581,1160000,2023EE69574,Emergencia,SSFFS-69574,19083099487236,dama de noche,Poda control altura,Privado,2,CIUDAD BOLIVAR,4.46150251285813,-74.15931065063548,0.79,2.48,9.41,5.69,9.72,1.82,2.73,3,2,3,5,Regular,Medio,No,OTRO
1286,2023,0.4581,1160000,2023EE74633,Infraestructura,SSFFS-74633,02514460611510,dividivi de tierra fria,Conservar,Privado,1,CHAPINERO,4.66633317693405,-74.01808513183515,0.32,1.01,4.23,0.18,1.34,0.6,1.11,5,4,5,4,Bueno,Bajo,No,JBB
1287,2023,0.4581,1160000,2023EE14687,Infraestructura,SSFFS-14687,07943355380720,palma blanca,Tratamiento integral,Publico,6,BOSA,4.599126820083116,-74.15692948368044,1.28,4.02,27.93,16.49,9.56,9.31,4.42,2,2,2,2,Malo,Alto,No,JBB
1288,2022,0.432,1000000,2022EE47403,Infraestructura,SSFFS-47403,16295529583307,mano de oso,Poda radicular,Publico,6,PUENTE ARANDA,4.604421552744091,-74.104898292497,1.0,3.14,1.75,1.59,78.13,9.21,3.46,4,4,2,4,Regular,Medio,No,JBB
1289,2022,0.432,1000000,2022EE10986,Emergencia,SSFFS-10986,12035796812028,flor morado,Tala,Publico,5,BARRIOS UNIDOS,4.673390717369037,-74.07235250929507,0.49,1.54,7.3,3.29,5.16,3.31,1.69,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1290,2022,0.432,1000000,2022EE32875,Infraestructura,SSFFS-32875,07482485304130,araucaria crespa,Poda radicular,Publico,6,BOSA,4.629218024345662,-74.19387800473159,93.43,293.52,4.75,2.38,5.76,12.83,322.87,4,4,2,4,Regular,Medio,No,ENEL
1291,2025,0.4745,1423500,2025EE15057,Emergencia,SSFFS-15057,10077883942769,trompeto,Poda estabilidad,Privado,1,ENGATIVA,4.700121682478115,-74.11104304742899,2.37,7.45,12.62,2.88,5.11,9.13,8.19,3,2,3,4,Regular,Medio,No,EEAB
1292,2020,0.4379,877803,2020EE92488,Infraestructura,SSFFS-92488,10195696160878,cariseco tres hojas,Tratamiento especial,Publico,2,ENGATIVA,4.6831795000258545,-74.09415439361123,0.07,0.22,5.72,1.04,7.09,4.92,0.24,3,3,3,2,Malo,Alto,No,JBB
1293,2023,0.4581,1160000,2023EE06787,Manejo,SSFFS-06787,11224880664068,chicala rosado,Poda estructural,Publico,6,SUBA,4.765919672842246,-74.08794164357727,1.24,3.9,6.52,0.61,0.63,2.27,4.29,4,3,4,4,Regular,Medio,No,EEAB
1294,2023,0.4581,1160000,2023EE93654,Manejo,SSFFS-93654,09864093792622,cajeto de bogota,Tala,Privado,5,FONTIBON,4.673246664117592,-74.14037975566933,0.88,2.76,12.0,7.09,5.0,3.4,3.04,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1295,2024,0.4476,1300000,2024EE30083,Infraestructura,SSFFS-30083,18097945645348,arce,Poda control altura,Privado,1,RAFAEL URIBE URIBE,4.542567003200959,-74.10773414435154,2.12,6.66,9.72,0.09,6.7,8.06,7.33,3,2,3,5,Regular,Medio,No,UAESP
1296,2024,0.4476,1300000,2024EE86147,Manejo,SSFFS-86147,12848527564554,amarguero amarillo,Poda aclareo,Privado,2,BARRIOS UNIDOS,4.660490628626645,-74.07218069368213,0.72,2.26,6.0,3.84,2.0,2.0,2.49,4,3,4,5,Bueno,Bajo,No,JBB
1297,2022,0.432,1000000,2022EE26859,Infraestructura,SSFFS-26859,08234188431542,flor amarillo,Conservar,Publico,2,KENNEDY,4.661625195194765,-74.14048174599031,1.92,6.03,13.17,3.64,6.74,6.6,6.64,5,4,5,4,Bueno,Bajo,No,JBB
1298,2020,0.4379,877803,2020EE13992,Manejo,SSFFS-13992,01150564397066,borrachero blanco,Conservar,Privado,1,USAQUEN,4.739464902602854,-74.01545343908121,0.31,0.97,7.35,0.85,1.62,3.15,1.07,5,4,5,4,Bueno,Bajo,No,JBB
1299,2024,0.4476,1300000,2024EE76888,Manejo,SSFFS-76888,01674337915899,boj,Traslado,Privado,5,USAQUEN,4.802605049095596,-74.01155643597961,0.11,0.35,1.34,1.14,1.01,0.8,0.38,4,4,5,4,Bueno,Bajo,No,JBB
1300,2025,0.4745,1423500,2025EE40152,Emergencia,SSFFS-40152,15983377622370,gualanday,Conservar,Privado,3,ANTONIO NARIÑO,4.589494476854026,-74.09639955435654,0.83,2.61,17.08,15.2,1.75,3.02,2.87,5,4,5,4,Bueno,Bajo,No,JBB
1301,2020,0.4379,877803,2020EE71042,Manejo,SSFFS-71042,02360344491393,hiperico,Traslado,Privado,5,CHAPINERO,4.652516097022294,-74.06119565552625,0.11,0.35,2.05,1.79,1.22,1.68,0.38,4,4,5,4,Bueno,Bajo,No,UAESP
1302,2023,0.4581,1160000,2023EE95000,Infraestructura,SSFFS-95000,09567443567990,arbol de hierro,Tratamiento especial,Privado,4,FONTIBON,4.6474373951598755,-74.11163490592384,0.67,2.1,5.45,0.03,7.64,12.1,2.32,3,3,3,2,Malo,Alto,No,EEAB
1303,2021,0.4379,908526,2021EE49156,Emergencia,SSFFS-49156,14941058754200,mimbre,Poda estructural,Privado,1,LOS MARTIRES,4.617903897830064,-74.07594980760247,1.21,3.8,11.88,4.96,7.11,7.89,4.18,4,3,4,4,Regular,Medio,No,OTRO
1304,2022,0.432,1000000,2022EE42588,Infraestructura,SSFFS-42588,10220790782507,palma alejandra,Poda estructural,Publico,1,ENGATIVA,4.6994136641430275,-74.09210799067348,0.12,0.38,11.54,5.21,0.2,4.77,0.41,4,3,4,4,Regular,Medio,No,UAESP
1305,2021,0.4379,908526,2021EE81885,Emergencia,SSFFS-81885,04311778590560,dividivi de tierra fria,Traslado,Publico,3,SAN CRISTOBAL,4.5338165600837765,-74.09362556880848,0.17,0.53,4.11,0.79,1.38,4.08,0.59,4,4,5,4,Bueno,Bajo,No,JBB
1306,2022,0.432,1000000,2022EE86024,Emergencia,SSFFS-86024,08612136250705,arrayan blanco,Tala,Privado,5,KENNEDY,4.622466610297803,-74.17049958166704,0.52,1.63,4.36,3.92,2.97,4.05,1.8,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1307,2023,0.4581,1160000,2023EE75963,Infraestructura,SSFFS-75963,12729519758089,guayabo del peru,Traslado,Privado,2,BARRIOS UNIDOS,4.655698024659307,-74.06587533405937,0.17,0.53,3.03,0.94,1.63,3.5,0.59,4,4,5,4,Bueno,Bajo,No,JBB
1308,2025,0.4745,1423500,2025EE17471,Manejo,SSFFS-17471,04330006821220,eucalipto de flor,Poda aclareo,Privado,2,SAN CRISTOBAL,4.534517856969068,-74.06981173455767,78.27,245.89,6.29,0.59,10.97,2.25,270.48,4,3,4,5,Bueno,Bajo,No,JBB
1309,2024,0.4476,1300000,2024EE66455,Infraestructura,SSFFS-66455,03621932949135,amarrabollo,Tala,Publico,4,SANTA FE,4.626430676938737,-74.06805424453823,0.19,0.6,0.7,0.19,1.38,2.19,0.66,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1310,2023,0.4581,1160000,2023EE49882,Manejo,SSFFS-49882,11245125880915,escolin espadero,Poda estructural,Privado,6,SUBA,4.775174526313085,-74.11300748925657,0.2,0.63,2.34,1.7,4.58,2.21,0.69,4,3,4,4,Regular,Medio,No,EEAB
1311,2023,0.4581,1160000,2023EE43526,Manejo,SSFFS-43526,13716076623435,pino romeron,Poda realce,Publico,3,TEUSAQUILLO,4.641988814886184,-74.10272182517319,2.54,7.98,2.02,1.36,14.91,6.2,8.78,4,4,4,4,Bueno,Bajo,No,ENEL
1312,2024,0.4476,1300000,2024EE82521,Infraestructura,SSFFS-82521,14903292710972,roble,Tratamiento integral,Publico,2,LOS MARTIRES,4.6070159827404344,-74.08803028617396,1.98,6.22,10.03,1.17,39.52,4.87,6.84,2,2,2,2,Malo,Alto,No,JBB
1313,2024,0.4476,1300000,2024EE19708,Infraestructura,SSFFS-19708,08055719253284,hayuelo,Poda radicular,Publico,2,KENNEDY,4.656288077922529,-74.13862535513661,73.62,231.28,1.12,0.8,168.93,1.62,254.41,4,4,2,4,Regular,Medio,No,ENEL
1314,2021,0.4379,908526,2021EE47386,Infraestructura,SSFFS-47386,10999793141022,azara,Poda estabilidad,Privado,2,ENGATIVA,4.729367327691379,-74.11617921991275,0.25,0.79,2.47,0.32,3.57,2.25,0.86,3,2,3,4,Regular,Medio,No,OTRO
1315,2021,0.4379,908526,2021EE81857,Emergencia,SSFFS-81857,14133010493756,cidron,Poda control altura,Publico,5,LOS MARTIRES,4.606865154170568,-74.08459920142934,0.48,1.51,2.79,2.17,1.7,2.46,1.66,3,2,3,5,Regular,Medio,No,UAESP
1316,2020,0.4379,877803,2020EE63611,Manejo,SSFFS-63611,07637234713854,lupinus,Poda control altura,Privado,1,BOSA,4.613704469994052,-74.20475222798215,0.42,1.32,2.55,2.44,1.97,1.19,1.45,3,2,3,5,Regular,Medio,No,UAESP
1317,2022,0.432,1000000,2022EE45955,Manejo,SSFFS-45955,19524252611820,endrino,Poda estabilidad,Publico,5,CIUDAD BOLIVAR,4.565438569380781,-74.16916835324092,0.25,0.79,7.45,4.25,8.89,1.28,0.86,3,2,3,4,Regular,Medio,No,EEAB
1318,2023,0.4581,1160000,2023EE18572,Manejo,SSFFS-18572,10065347855720,abutilon blanco,Tala,Privado,3,ENGATIVA,4.680500736134024,-74.0876136311813,0.88,2.76,7.86,6.47,4.91,3.44,3.04,1,1,1,1,Muy Malo,Muy Alto,No,ENEL
1319,2023,0.4581,1160000,2023EE13084,Infraestructura,SSFFS-13084,15398555177641,lavanda,Poda estabilidad,Publico,6,ANTONIO NARIÑO,4.590352767285664,-74.10808527996798,0.78,2.45,1.36,0.87,2.42,2.28,2.7,3,2,3,4,Regular,Medio,No,ENEL
1320,2023,0.4581,1160000,2023EE24034,Emergencia,SSFFS-24034,03663565160968,quina,Poda realce,Publico,1,SANTA FE,4.602255010937548,-74.05161309374016,0.22,0.69,2.52,0.55,1.62,4.53,0.76,4,4,4,4,Bueno,Bajo,No,UAESP
1321,2023,0.4581,1160000,2023EE81955,Infraestructura,SSFFS-81955,11683449488264,chiripique,Poda control altura,Publico,1,SUBA,4.690481386476817,-74.05869883141504,0.03,0.09,2.31,0.53,1.04,4.28,0.1,3,2,3,5,Regular,Medio,No,UAESP
1322,2025,0.4745,1423500,2025EE34808,Manejo,SSFFS-34808,19912513529837,escolin espadero,Poda aclareo,Publico,2,CIUDAD BOLIVAR,4.388443113279694,-74.16984655600073,0.18,0.57,3.47,0.98,5.51,2.45,0.62,4,3,4,5,Bueno,Bajo,No,JBB
1323,2022,0.432,1000000,2022EE04895,Emergencia,SSFFS-04895,15771730296899,eucalipto plateado,Poda estabilidad,Publico,3,ANTONIO NARIÑO,4.592735179104244,-74.12653791234354,1.07,3.36,6.65,0.07,4.09,19.07,3.7,3,2,3,4,Regular,Medio,No,IDU
1324,2024,0.4476,1300000,2024EE03589,Emergencia,SSFFS-03589,18697449306977,arbol de corcho,Poda estabilidad,Privado,6,RAFAEL URIBE URIBE,4.548960476553186,-74.11820727430697,0.3,0.94,8.8,4.81,6.15,7.32,1.04,3,2,3,4,Regular,Medio,No,OTRO
1325,2021,0.4379,908526,2021EE15667,Infraestructura,SSFFS-15667,04942144054594,mermelada,Poda estabilidad,Publico,3,SAN CRISTOBAL,4.574960229882907,-74.08468085474591,0.33,1.04,5.75,5.54,2.85,2.87,1.14,3,2,3,4,Regular,Medio,No,OTRO
1326,2025,0.4745,1423500,2025EE57804,Manejo,SSFFS-57804,15561843428299,arbol pipermint,Poda radicular,Privado,1,ANTONIO NARIÑO,4.592595754694668,-74.12510573982313,1.6,5.03,20.0,0.68,4.0,2.0,5.53,4,4,2,4,Regular,Medio,No,ENEL
1327,2021,0.4379,908526,2021EE79255,Manejo,SSFFS-79255,06460615226292,lupinus,Tratamiento integral,Privado,4,TUNJUELITO,4.586704860882872,-74.12978259931364,0.42,1.32,2.82,2.4,0.88,0.89,1.45,2,2,2,2,Malo,Alto,No,OTRO
1328,2023,0.4581,1160000,2023EE79046,Manejo,SSFFS-79046,09206185576186,trompeto,Tratamiento integral,Privado,2,FONTIBON,4.697981920625342,-74.14280071320074,0.38,1.19,6.85,6.63,4.68,8.94,1.31,2,2,2,2,Malo,Alto,No,EEAB
1329,2024,0.4476,1300000,2024EE22121,Manejo,SSFFS-22121,12198749764893,gardenia,Conservar,Privado,3,BARRIOS UNIDOS,4.670021709020069,-74.08862480460448,0.1,0.31,0.6,0.36,0.5,0.5,0.35,5,4,5,4,Bueno,Bajo,No,IDU
1330,2021,0.4379,908526,2021EE06605,Emergencia,SSFFS-06605,07928843195418,sauco,Poda aclareo,Publico,2,BOSA,4.638485797482092,-74.20258898340595,38.57,121.17,130.22,97.05,27.98,16.53,133.29,4,3,4,5,Bueno,Bajo,No,UAESP
1331,2023,0.4581,1160000,2023EE71064,Infraestructura,SSFFS-71064,11149609929655,naranjo,Poda realce,Privado,2,SUBA,4.778478598271802,-74.08260341745884,0.7,2.2,6.19,2.61,5.84,4.18,2.42,4,4,4,4,Bueno,Bajo,No,OTRO
1332,2023,0.4581,1160000,2023EE76374,Emergencia,SSFFS-76374,15967848506000,sangregado drago,Poda aclareo,Privado,4,ANTONIO NARIÑO,4.592490633077342,-74.09125796893257,0.02,0.06,1.93,0.68,31.94,1.13,0.07,4,3,4,5,Bueno,Bajo,No,UAESP
1333,2020,0.4379,877803,2020EE16513,Emergencia,SSFFS-16513,17211736129850,pino,Conservar,Privado,4,CANDELARIA,4.59989868755095,-74.07286799177352,3.95,12.41,8.65,6.45,3.33,2.47,13.65,5,4,5,4,Bueno,Bajo,No,JBB
1334,2022,0.432,1000000,2022EE22810,Manejo,SSFFS-22810,10411927739303,garrocho,Conservar,Publico,3,ENGATIVA,4.679940258576137,-74.11692841708573,0.32,1.01,6.25,3.54,2.58,4.05,1.11,5,4,5,4,Bueno,Bajo,No,IDU
1335,2025,0.4745,1423500,2025EE67454,Emergencia,SSFFS-67454,03028728947039,eucalipto de flor,Conservar,Publico,4,SANTA FE,4.57236526561547,-74.02301565836945,6.9,21.68,10.68,1.62,1.28,0.12,23.84,5,4,5,4,Bueno,Bajo,No,UAESP
1336,2022,0.432,1000000,2022EE60351,Emergencia,SSFFS-60351,14763989693730,acacia morada,Poda estructural,Privado,1,LOS MARTIRES,4.61887989673625,-74.07865727397484,198.62,623.98,22.71,11.49,16.49,13.63,686.38,4,3,4,4,Regular,Medio,No,OTRO
1337,2021,0.4379,908526,2021EE37765,Emergencia,SSFFS-37765,07591741126456,manzano,Poda estructural,Privado,6,BOSA,4.617647815433956,-74.21610239187501,0.4,1.26,4.02,0.8,3.32,2.45,1.38,4,3,4,4,Regular,Medio,No,JBB
1338,2020,0.4379,877803,2020EE57379,Infraestructura,SSFFS-57379,03494001417839,dama de noche,Conservar,Privado,1,SANTA FE,4.5715216936947485,-74.00614230049531,0.61,1.92,8.11,2.46,11.96,2.66,2.11,5,4,5,4,Bueno,Bajo,No,JBB
1339,2022,0.432,1000000,2022EE75849,Emergencia,SSFFS-75849,14377936870715,abutilon,Poda aclareo,Privado,2,LOS MARTIRES,4.603679625392813,-74.08153710420049,0.21,0.66,1.28,0.95,0.5,0.5,0.73,4,3,4,5,Bueno,Bajo,No,JBB
1340,2024,0.4476,1300000,2024EE12497,Emergencia,SSFFS-12497,01765395599551,salvio negro,Tratamiento integral,Privado,6,USAQUEN,4.777579342788952,-74.02500942002386,1.48,4.65,14.55,7.76,3.11,7.53,5.11,2,2,2,2,Malo,Alto,No,JBB
1341,2021,0.4379,908526,2021EE10777,Manejo,SSFFS-10777,08143718994822,yuca palma yuca,Poda realce,Publico,5,KENNEDY,4.65497568216542,-74.15542400886174,0.82,2.58,4.82,1.1,5.14,5.35,2.83,4,4,4,4,Bueno,Bajo,No,JBB
1342,2025,0.4745,1423500,2025EE38913,Manejo,SSFFS-38913,14567303991674,sombrilla japonesa,Poda control altura,Publico,3,LOS MARTIRES,4.617820976837808,-74.08385593119695,0.57,1.79,4.11,1.48,0.96,1.82,1.97,3,2,3,5,Regular,Medio,No,UAESP
1343,2022,0.432,1000000,2022EE01253,Emergencia,SSFFS-01253,04746477481541,eucalipto pomarroso,Poda aclareo,Privado,5,SAN CRISTOBAL,4.542798190787288,-74.05282490371782,32.61,102.45,21.82,19.93,3.18,3.98,112.69,4,3,4,5,Bueno,Bajo,No,JBB
1344,2021,0.4379,908526,2021EE68807,Emergencia,SSFFS-68807,18087270370208,acacia negra gris,Poda estabilidad,Privado,5,RAFAEL URIBE URIBE,4.579293253576649,-74.12274245138929,0.69,2.17,12.85,12.36,11.7,12.55,2.38,3,2,3,4,Regular,Medio,No,JBB
1345,2021,0.4379,908526,2021EE81327,Infraestructura,SSFFS-81327,12647933149943,cucubo,Poda realce,Privado,5,BARRIOS UNIDOS,4.66114446959567,-74.07546438952217,0.39,1.23,1.7,0.95,2.18,1.9,1.35,4,4,4,4,Bueno,Bajo,No,UAESP
1346,2024,0.4476,1300000,2024EE17735,Manejo,SSFFS-17735,13691837100818,pino australiano,Tratamiento especial,Privado,2,TEUSAQUILLO,4.648135161450356,-74.0655265012858,2.71,8.51,14.42,8.78,2.67,1.61,9.37,3,3,3,2,Malo,Alto,No,IDU
1347,2025,0.4745,1423500,2025EE91897,Emergencia,SSFFS-91897,02225371793727,aligustre del japon,Poda realce,Publico,6,CHAPINERO,4.683013711360189,-74.05118990741019,0.32,1.01,1.04,0.21,1.96,2.18,1.11,4,4,4,4,Bueno,Bajo,No,JBB
1348,2022,0.432,1000000,2022EE64769,Manejo,SSFFS-64769,19414891924004,limon,Tratamiento especial,Privado,5,CIUDAD BOLIVAR,4.388199591791903,-74.19625033757397,0.18,0.57,4.08,0.18,8.72,2.84,0.62,3,3,3,2,Malo,Alto,No,ENEL
1349,2023,0.4581,1160000,2023EE76974,Infraestructura,SSFFS-76974,06965476401240,palma blanca,Tala,Publico,3,TUNJUELITO,4.56225079936045,-74.13575217842315,0.3,0.94,10.05,3.0,8.49,9.92,1.04,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1350,2024,0.4476,1300000,2024EE67493,Emergencia,SSFFS-67493,09693207830032,laurel europeo,Poda control altura,Privado,4,FONTIBON,4.669619831730414,-74.13278379224622,1.61,5.06,1.99,0.41,5.17,4.75,5.56,3,2,3,5,Regular,Medio,No,UAESP
1351,2021,0.4379,908526,2021EE88729,Infraestructura,SSFFS-88729,07209045215631,abutilon pequeno,Poda estructural,Publico,2,BOSA,4.6172703011831,-74.21817655745933,0.11,0.35,3.21,0.12,3.02,3.11,0.38,4,3,4,4,Regular,Medio,Si,JBB
1352,2020,0.4379,877803,2020EE09005,Manejo,SSFFS-09005,04019704799137,feijoa,Tratamiento integral,Privado,1,SAN CRISTOBAL,4.546953960660703,-74.06434404511116,19.75,62.05,11.82,8.28,2.86,7.56,68.25,2,2,2,2,Malo,Alto,No,EEAB
1353,2025,0.4745,1423500,2025EE04318,Manejo,SSFFS-04318,16471164848110,encenillo,Tratamiento especial,Publico,2,PUENTE ARANDA,4.621547023940898,-74.11073274021044,0.44,1.38,8.74,2.67,1.17,12.16,1.52,3,3,3,2,Malo,Alto,No,UAESP
1354,2023,0.4581,1160000,2023EE72900,Manejo,SSFFS-72900,07614777405882,cerezo ciruelo,Traslado,Privado,2,BOSA,4.620658691108926,-74.19877868707833,0.3,0.94,10.76,8.97,6.07,8.96,1.04,4,4,5,4,Bueno,Bajo,No,JBB
1355,2024,0.4476,1300000,2024EE93715,Manejo,SSFFS-93715,06539323234787,eucalipto blanco,Tratamiento especial,Publico,2,TUNJUELITO,4.576806869489269,-74.12773851475102,2.33,7.32,9.81,2.06,9.72,10.92,8.05,3,3,3,2,Malo,Alto,No,JBB
1356,2023,0.4581,1160000,2023EE32632,Infraestructura,SSFFS-32632,07787067610437,palma sancona,Poda estructural,Publico,4,BOSA,4.614844680554125,-74.20812689792498,0.92,2.89,7.72,4.59,3.22,4.84,3.18,4,3,4,4,Regular,Medio,No,EEAB
1357,2020,0.4379,877803,2020EE53565,Manejo,SSFFS-53565,17190046754881,cajeto de bogota,Poda control altura,Privado,4,CANDELARIA,4.598046499172475,-74.0733037270861,0.88,2.76,12.0,8.7,5.0,3.4,3.04,3,2,3,5,Regular,Medio,No,EEAB
